"id","year","stint","team","lg","g","ab","r","h","X2b","X3b","hr","rbi","sb","cs","bb","so","ibb","hbp","sh","sf","gidp","batting","decade"
"kaatji01",1980,2,"SLN","NL",49,35,4,5,1,0,1,2,1,0,2,13,0,0,4,0,0,0.142857142857143,"80s"
"kingmda01",1980,1,"CHN","NL",81,255,31,71,8,0,18,57,2,2,21,44,3,0,0,4,10,0.27843137254902,"80s"
"kneppbo01",1980,1,"SFN","NL",35,66,3,10,3,0,0,7,1,0,2,21,0,0,9,2,0,0.151515151515152,"80s"
"knowlda01",1980,1,"SLN","NL",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"80s"
"lacyle01",1980,1,"PIT","NL",109,278,45,93,20,4,7,33,18,9,28,33,3,2,2,4,3,0.334532374100719,"80s"
"lampde01",1980,1,"CHN","NL",41,61,3,6,0,0,0,1,0,0,4,9,0,0,7,0,4,0.0983606557377049,"80s"
"leonaje01",1980,1,"HOU","NL",88,216,29,46,7,5,3,20,4,1,19,46,2,0,1,2,8,0.212962962962963,"80s"
"lopesda01",1980,1,"LAN","NL",141,553,79,139,15,3,10,49,23,7,58,71,2,1,9,4,8,0.251356238698011,"80s"
"lummi01",1980,1,"ATL","NL",93,83,7,17,3,0,0,5,0,0,18,19,3,0,1,1,3,0.204819277108434,"80s"
"luzingr01",1980,1,"PHI","NL",106,368,44,84,19,1,19,56,3,0,60,100,5,6,0,4,6,0.228260869565217,"80s"
"lylesp01",1980,2,"PHI","NL",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"80s"
"maddoga01",1980,1,"PHI","NL",143,549,59,142,31,3,11,73,25,5,18,52,5,0,7,9,11,0.258652094717668,"80s"
"madlobi01",1980,1,"PIT","NL",137,494,62,137,22,4,10,53,16,10,45,33,12,4,0,3,15,0.277327935222672,"80s"
"matthga01",1980,1,"ATL","NL",155,571,79,159,17,3,19,75,11,3,42,93,2,0,1,5,16,0.2784588441331,"80s"
"maymi01",1980,1,"SFN","NL",111,358,27,93,16,2,6,50,0,1,25,40,4,1,3,6,13,0.259776536312849,"80s"
"mazzile01",1980,1,"NYN","NL",152,578,82,162,31,4,16,76,41,15,82,92,11,3,0,5,8,0.280276816608997,"80s"
"mccarti01",1980,1,"PHI","NL",6,5,2,1,1,0,0,2,0,0,1,0,0,0,1,0,1,0.2,"80s"
"mccovwi01",1980,1,"SFN","NL",48,113,8,23,8,0,1,16,0,0,13,23,2,1,0,3,3,0.20353982300885,"80s"
"mcgratu01",1980,1,"PHI","NL",57,8,0,2,0,0,0,1,0,0,0,2,0,0,3,0,0,0.25,"80s"
"mcwilla01",1980,1,"ATL","NL",30,51,3,8,0,0,0,1,0,0,5,24,0,0,4,0,0,0.156862745098039,"80s"
"mintogr01",1980,1,"SFN","NL",68,8,0,1,0,0,0,1,0,0,0,3,0,1,2,0,0,0.125,"80s"
"mondari01",1980,1,"LAN","NL",96,194,35,52,7,1,10,25,2,2,28,49,3,1,0,0,1,0.268041237113402,"80s"
"montawi01",1980,1,"SDN","NL",128,481,39,132,12,4,6,63,3,4,36,52,9,3,0,6,9,0.274428274428274,"80s"
"montawi01",1980,2,"MON","NL",14,19,1,4,0,0,0,1,0,1,3,3,1,0,0,0,0,0.210526315789474,"80s"
"moralje01",1980,1,"NYN","NL",94,193,19,49,7,1,3,30,2,3,13,31,2,1,1,8,2,0.253886010362694,"80s"
"morgajo02",1980,1,"HOU","NL",141,461,66,112,17,5,11,49,24,6,93,47,6,0,3,5,4,0.24295010845987,"80s"
"motama01",1980,1,"LAN","NL",7,7,0,3,0,0,0,2,0,0,0,0,0,0,0,0,1,0.428571428571429,"80s"
"mumphje01",1980,1,"SDN","NL",160,564,61,168,24,3,4,59,52,5,49,90,4,0,5,4,18,0.297872340425532,"80s"
"murphda05",1980,1,"ATL","NL",156,569,98,160,27,2,33,89,9,6,59,133,9,1,2,2,8,0.281195079086116,"80s"
"murrada01",1980,1,"MON","NL",16,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"80s"
"niekrjo01",1980,1,"HOU","NL",37,80,7,22,5,0,0,10,0,0,4,15,0,0,18,0,2,0.275,"80s"
"niekrph01",1980,1,"ATL","NL",40,90,2,12,5,0,0,5,0,0,1,19,0,0,5,0,2,0.133333333333333,"80s"
"normafr01",1980,1,"MON","NL",48,20,1,1,0,0,0,0,0,0,0,4,0,0,2,0,0,0.05,"80s"
"oberkke01",1980,1,"SLN","NL",116,422,58,128,27,6,3,46,4,4,51,23,8,1,9,3,11,0.303317535545024,"80s"
"parkeda01",1980,1,"PIT","NL",139,518,71,153,31,1,17,79,10,7,25,69,5,2,0,5,8,0.295366795366795,"80s"
"parrila01",1980,1,"MON","NL",126,452,55,115,27,3,15,72,2,6,36,80,6,4,1,8,12,0.254424778761062,"80s"
"penato01",1980,1,"PIT","NL",8,21,1,9,1,1,0,1,0,1,0,4,0,0,0,0,1,0.428571428571429,"80s"
"puhlte01",1980,1,"HOU","NL",141,535,75,151,24,5,13,55,27,11,60,52,3,4,6,3,3,0.282242990654206,"80s"
"raineti01",1980,1,"MON","NL",15,20,5,1,0,0,0,0,5,0,6,3,0,0,1,0,0,0.05,"80s"
"reardje01",1980,1,"NYN","NL",61,8,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,"80s"
"reedro01",1980,1,"PHI","NL",55,10,0,3,1,0,0,0,0,0,0,2,0,0,0,0,0,0.3,"80s"
"reuscri01",1980,1,"CHN","NL",44,82,4,13,3,1,0,5,0,0,1,23,0,0,10,0,0,0.158536585365854,"80s"
"reussje01",1980,1,"LAN","NL",37,68,4,6,1,0,1,3,0,0,6,25,0,0,4,0,0,0.0882352941176471,"80s"
"reynocr01",1980,1,"HOU","NL",137,381,34,86,9,6,3,28,2,1,20,39,1,0,13,4,4,0.225721784776903,"80s"
"rhoderi01",1980,1,"PIT","NL",20,40,3,15,3,0,1,11,0,0,1,2,0,0,4,0,0,0.375,"80s"
"roberda05",1980,1,"PIT","NL",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"80s"
"robinbi02",1980,1,"PIT","NL",100,272,28,78,10,1,12,36,1,4,15,45,2,0,3,4,9,0.286764705882353,"80s"
"robindo01",1980,1,"PIT","NL",30,57,4,19,4,0,1,8,0,1,0,12,0,0,0,0,0,0.333333333333333,"80s"
"rodriau01",1980,1,"SDN","NL",89,175,7,35,7,2,2,13,1,1,6,26,0,0,2,0,5,0.2,"80s"
"rosepe01",1980,1,"PHI","NL",162,655,95,185,42,1,1,64,12,8,66,33,5,6,4,4,13,0.282442748091603,"80s"
"roystje01",1980,1,"ATL","NL",123,392,42,95,17,5,1,20,22,13,37,48,1,1,4,1,6,0.24234693877551,"80s"
"russebi01",1980,1,"LAN","NL",130,466,38,123,23,2,3,34,13,2,18,44,0,3,12,1,6,0.263948497854077,"80s"
"ruthvdi01",1980,1,"PHI","NL",33,68,7,16,5,1,0,8,1,1,2,22,0,0,12,0,1,0.235294117647059,"80s"
"ryanno01",1980,1,"HOU","NL",35,70,5,6,0,0,1,6,0,1,7,29,0,0,5,1,0,0.0857142857142857,"80s"
"sandesc01",1980,1,"MON","NL",33,64,3,5,3,0,0,1,0,0,2,33,0,0,8,0,1,0.078125,"80s"
"schmimi01",1980,1,"PHI","NL",150,548,104,157,25,8,48,121,12,5,89,119,10,2,0,13,6,0.286496350364964,"80s"
"seaveto01",1980,1,"CIN","NL",26,46,5,6,3,0,0,3,0,0,7,17,0,0,7,0,0,0.130434782608696,"80s"
"simmote01",1980,1,"SLN","NL",145,495,84,150,33,2,21,98,1,0,59,45,13,2,0,6,13,0.303030303030303,"80s"
"smithle02",1980,1,"CHN","NL",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"80s"
"smithlo01",1980,1,"PHI","NL",100,298,69,101,14,4,3,20,33,13,26,48,2,4,1,2,5,0.338926174496644,"80s"
"smithoz01",1980,1,"SDN","NL",158,609,67,140,18,5,0,35,57,15,71,49,1,5,23,4,9,0.229885057471264,"80s"
"smithre06",1980,1,"LAN","NL",92,311,47,100,13,0,15,55,5,6,41,63,1,1,0,9,4,0.321543408360129,"80s"
"speiech01",1980,1,"MON","NL",128,388,35,103,14,4,1,32,0,3,52,38,18,0,6,1,10,0.265463917525773,"80s"
"spilmha01",1980,1,"CIN","NL",65,101,14,27,4,0,4,19,0,0,9,19,1,1,1,2,2,0.267326732673267,"80s"
"stargwi01",1980,1,"PIT","NL",67,202,28,53,10,1,11,38,0,0,26,52,10,2,0,1,2,0.262376237623762,"80s"
"sutclri01",1980,1,"LAN","NL",44,27,1,4,0,0,0,3,0,0,2,5,0,0,3,0,0,0.148148148148148,"80s"
"suttodo01",1980,1,"LAN","NL",32,64,3,5,0,0,0,1,0,0,1,19,0,0,8,0,4,0.078125,"80s"
"tekulke01",1980,1,"PIT","NL",78,9,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,"80s"
"templga01",1980,1,"SLN","NL",118,504,83,161,19,9,4,43,31,15,18,43,6,0,1,1,13,0.319444444444444,"80s"
"tenacge01",1980,1,"SDN","NL",133,316,46,70,11,1,17,50,4,4,92,63,11,4,0,4,11,0.221518987341772,"80s"
"thomade01",1980,1,"LAN","NL",117,297,32,79,18,3,1,22,7,9,26,48,3,1,7,1,5,0.265993265993266,"80s"
"tidrodi01",1980,1,"CHN","NL",84,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"80s"
"trevial01",1980,1,"NYN","NL",106,355,26,91,11,2,0,37,0,3,13,41,1,1,2,5,11,0.256338028169014,"80s"
"trillma01",1980,1,"PHI","NL",141,531,68,155,25,9,7,43,8,3,32,46,8,3,4,3,16,0.291902071563089,"80s"
"unserde01",1980,1,"PHI","NL",96,110,15,29,6,4,0,10,0,1,10,21,1,0,1,2,2,0.263636363636364,"80s"
"valenfe01",1980,1,"LAN","NL",10,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"80s"
"wallati01",1980,1,"MON","NL",5,11,1,2,0,0,1,2,0,0,1,5,0,0,0,0,0,0.181818181818182,"80s"
"wallide01",1980,1,"HOU","NL",100,284,30,85,6,5,3,29,4,3,35,26,4,0,0,2,2,0.299295774647887,"80s"
"washicl01",1980,2,"NYN","NL",79,284,38,78,16,4,10,42,17,5,20,63,5,1,0,1,5,0.274647887323944,"80s"
"welchbo01",1980,1,"LAN","NL",34,70,1,17,3,0,0,3,0,0,1,13,0,0,5,0,0,0.242857142857143,"80s"
"whitsed01",1980,1,"SFN","NL",34,66,2,6,0,0,0,4,0,0,1,21,0,0,9,0,1,0.0909090909090909,"80s"
"winfida01",1980,1,"SDN","NL",162,558,89,154,25,6,20,87,23,7,79,83,14,2,0,4,13,0.275985663082437,"80s"
"wiseri01",1980,1,"SDN","NL",28,58,1,8,2,0,0,4,0,0,2,21,0,0,2,0,0,0.137931034482759,"80s"
"wohlfji01",1980,1,"SFN","NL",91,193,17,54,6,4,1,24,1,4,13,23,0,1,0,3,3,0.27979274611399,"80s"
"yeagest01",1980,1,"LAN","NL",96,227,20,48,8,0,2,20,2,3,20,54,6,0,0,1,7,0.211453744493392,"80s"
"youngjo02",1980,1,"NYN","NL",146,514,58,142,26,2,8,69,14,11,52,69,10,2,0,9,10,0.276264591439689,"80s"
"agostju01",1981,1,"CHA","AL",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"80s"
"almonbi01",1981,1,"CHA","AL",103,349,46,105,10,2,4,41,16,6,21,60,0,2,2,3,4,0.300859598853868,"80s"
"anderla02",1981,1,"SEA","AL",41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"80s"
"baineha01",1981,1,"CHA","AL",82,280,42,80,11,7,10,41,6,2,12,41,4,2,0,2,6,0.285714285714286,"80s"
"bandosa01",1981,1,"ML4","AL",32,65,10,13,4,0,2,9,1,1,6,3,1,0,2,0,1,0.2,"80s"
"bannifl01",1981,1,"SEA","AL",21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"80s"
"baylodo01",1981,1,"CAL","AL",103,377,52,90,18,1,17,66,3,3,42,51,1,7,0,6,13,0.238726790450928,"80s"
"belanma01",1981,1,"BAL","AL",64,139,9,23,3,2,1,10,2,1,12,25,0,2,5,0,4,0.165467625899281,"80s"
"bellbu01",1981,1,"TEX","AL",97,360,44,106,16,1,10,64,3,3,42,30,10,3,0,10,6,0.294444444444444,"80s"
"beniqju01",1981,1,"CAL","AL",58,166,18,30,5,0,3,13,2,1,15,16,0,1,4,1,6,0.180722891566265,"80s"
"berenju01",1981,1,"KCA","AL",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"80s"
"berenju01",1981,2,"TOR","AL",12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"80s"
"blackbu02",1981,1,"SEA","AL",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"80s"
"blylebe01",1981,1,"CLE","AL",20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"80s"
"boddimi01",1981,1,"BAL","AL",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"80s"
"bosleth01",1981,1,"ML4","AL",42,105,11,24,2,0,0,3,2,1,6,13,0,0,1,0,4,0.228571428571429,"80s"
"brettge01",1981,1,"KCA","AL",89,347,42,109,27,7,6,43,14,6,27,23,7,1,0,4,7,0.314121037463977,"80s"
"brettke01",1981,1,"KCA","AL",22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"80s"
"brunato01",1981,1,"CAL","AL",11,33,7,5,0,0,3,6,1,0,8,10,0,0,0,0,0,0.151515151515152,"80s"
"burgmto01",1981,1,"BOS","AL",32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"80s"
"burroje01",1981,1,"SEA","AL",89,319,32,81,13,1,10,41,0,1,41,64,3,0,0,0,7,0.253918495297806,"80s"
"caldwmi01",1981,1,"ML4","AL",24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"80s"
"campabe01",1981,1,"CAL","AL",55,82,11,21,2,1,1,10,5,2,5,10,0,0,3,1,0,0.25609756097561,"80s"
"campbbi02",1981,1,"BOS","AL",30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"80s"
"carewro01",1981,1,"CAL","AL",93,364,57,111,17,1,2,21,16,9,45,45,7,0,10,2,8,0.304945054945055,"80s"
"ceronri01",1981,1,"NYA","AL",71,234,23,57,13,2,2,21,0,2,12,24,0,0,4,4,10,0.243589743589744,"80s"
"clancji01",1981,1,"TOR","AL",22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"80s"
"coopece01",1981,1,"ML4","AL",106,416,70,133,35,1,12,60,5,4,28,30,2,3,1,5,16,0.319711538461538,"80s"
"crowlte01",1981,1,"BAL","AL",68,134,12,33,6,0,4,25,0,0,29,12,5,0,1,2,3,0.246268656716418,"80s"
"darwida01",1981,1,"TEX","AL",22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"80s"
"decindo01",1981,1,"BAL","AL",100,346,49,91,23,2,13,55,0,3,41,32,2,1,1,2,12,0.263005780346821,"80s"
"dempsri01",1981,1,"BAL","AL",92,251,24,54,10,1,6,15,0,1,32,36,1,1,3,0,5,0.215139442231076,"80s"
"dilonmi01",1981,1,"CLE","AL",72,269,33,78,5,5,0,19,29,10,18,28,1,0,2,0,6,0.28996282527881,"80s"
"downibr01",1981,1,"CAL","AL",93,317,47,79,14,0,9,41,1,1,46,35,1,4,3,0,11,0.249211356466877,"80s"
"dwyerji01",1981,1,"BAL","AL",68,134,16,30,0,1,3,10,0,2,20,19,0,0,0,3,2,0.223880597014925,"80s"
"eckerde01",1981,1,"BOS","AL",23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"80s"
"evansdw01",1981,1,"BOS","AL",108,412,84,122,19,4,22,71,3,2,85,85,1,1,3,3,8,0.296116504854369,"80s"
"fergujo01",1981,2,"CAL","AL",12,30,5,7,1,0,1,5,0,0,9,8,0,0,1,1,1,0.233333333333333,"80s"
"fingero01",1981,1,"ML4","AL",47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"80s"
"fiskca01",1981,1,"CHA","AL",96,338,44,89,12,0,7,45,3,2,38,37,3,12,1,5,9,0.263313609467456,"80s"
"flanami01",1981,1,"BAL","AL",20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"80s"
"forscke01",1981,1,"CAL","AL",20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"80s"
"gaettga01",1981,1,"MIN","AL",9,26,4,5,0,0,2,3,0,0,0,6,0,0,0,0,1,0.192307692307692,"80s"
"gamblos01",1981,1,"NYA","AL",80,189,24,45,8,0,10,27,0,2,35,23,2,1,0,2,4,0.238095238095238,"80s"
"gantnji01",1981,1,"ML4","AL",107,352,35,94,14,1,2,33,3,6,29,29,5,3,9,4,6,0.267045454545455,"80s"
"geronce01",1981,1,"KCA","AL",59,118,14,29,0,2,2,13,6,1,11,16,2,0,2,2,3,0.245762711864407,"80s"
"gibsoki01",1981,1,"DET","AL",83,290,41,95,11,3,9,40,17,5,18,64,1,2,1,2,9,0.327586206896552,"80s"
"gossari01",1981,1,"NYA","AL",32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"80s"
"grichbo01",1981,1,"CAL","AL",100,352,56,107,14,2,22,61,2,4,40,71,4,4,5,3,5,0.303977272727273,"80s"
"griffal01",1981,1,"TOR","AL",101,388,30,81,19,6,0,21,8,12,17,38,1,1,6,2,6,0.208762886597938,"80s"
"groteje01",1981,1,"KCA","AL",22,56,4,17,3,1,1,9,1,0,3,2,0,1,1,1,1,0.303571428571429,"80s"
"grubbjo01",1981,1,"TEX","AL",67,199,26,46,9,1,3,26,0,3,23,25,0,2,1,1,6,0.231155778894472,"80s"
"gurala01",1981,1,"KCA","AL",23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"80s"
"hairsje01",1981,1,"CHA","AL",9,25,5,7,1,0,1,6,0,0,2,4,0,1,0,1,0,0.28,"80s"
"harpebr01",1981,1,"CAL","AL",4,11,1,3,0,0,0,1,1,0,0,0,0,0,0,1,0,0.272727272727273,"80s"
"harrato01",1981,1,"CLE","AL",103,361,64,105,12,4,5,44,12,1,57,44,8,1,0,8,5,0.290858725761773,"80s"
"hassero01",1981,1,"CLE","AL",61,190,8,44,4,0,1,25,0,1,17,11,0,2,3,3,5,0.231578947368421,"80s"
"hasslan01",1981,1,"CAL","AL",42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"80s"
"heathmi02",1981,1,"OAK","AL",84,301,26,71,7,1,8,30,3,3,13,36,1,1,5,1,9,0.235880398671096,"80s"
"hebneri01",1981,1,"DET","AL",78,226,19,51,8,2,5,28,1,2,27,28,5,2,1,2,5,0.225663716814159,"80s"
"hendeda01",1981,1,"SEA","AL",59,126,17,21,3,0,6,13,2,1,16,24,1,1,1,1,4,0.166666666666667,"80s"
"henderi01",1981,1,"OAK","AL",108,423,89,135,18,7,6,35,56,22,64,68,4,2,0,4,7,0.319148936170213,"80s"
"hillma01",1981,1,"CHA","AL",16,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"80s"
"honeyri01",1981,1,"TEX","AL",20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"80s"
"houghch01",1981,1,"TEX","AL",21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"80s"
"hurstbr01",1981,1,"BOS","AL",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"80s"
"jacksre01",1981,1,"NYA","AL",94,334,33,79,17,1,15,54,0,3,46,82,2,1,0,1,8,0.236526946107784,"80s"
"jenkife01",1981,1,"TEX","AL",19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"80s"
"johnscl01",1981,1,"OAK","AL",84,273,40,71,8,0,17,59,5,3,28,60,2,3,0,6,3,0.26007326007326,"80s"
"johnto01",1981,1,"NYA","AL",20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"80s"
"kellypa01",1981,1,"CLE","AL",48,75,8,16,4,0,1,16,2,4,14,9,2,0,0,1,4,0.213333333333333,"80s"
"kernji01",1981,1,"TEX","AL",23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"80s"
"kisonbr01",1981,1,"CAL","AL",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"80s"
"koosmje01",1981,1,"MIN","AL",19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"80s"
"koosmje01",1981,2,"CHA","AL",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"80s"
"lampde01",1981,1,"CHA","AL",27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"80s"
"lansfca01",1981,1,"BOS","AL",102,399,61,134,23,3,4,52,15,10,34,28,3,2,1,2,6,0.335839598997494,"80s"
"larocda01",1981,1,"NYA","AL",26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"80s"
"lemonch01",1981,1,"CHA","AL",94,328,50,99,23,6,9,50,5,8,33,48,0,13,5,4,10,0.301829268292683,"80s"
"lowenjo01",1981,1,"BAL","AL",83,189,19,47,7,0,6,20,7,6,22,32,1,1,0,1,8,0.248677248677249,"80s"
"luzingr01",1981,1,"CHA","AL",104,378,55,100,15,1,21,62,0,0,58,80,1,3,0,2,10,0.264550264550265,"80s"
"lynnfr01",1981,1,"CAL","AL",76,256,28,56,8,1,5,31,1,2,38,42,4,3,1,4,7,0.21875,"80s"
"martibu01",1981,1,"TOR","AL",45,128,13,29,8,1,4,21,1,0,11,16,0,1,3,3,6,0.2265625,"80s"
"martide01",1981,1,"BAL","AL",25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"80s"
"martiti01",1981,1,"BAL","AL",37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"80s"
"maybejo01",1981,1,"TOR","AL",94,290,34,72,6,1,17,43,1,1,44,45,4,8,0,2,7,0.248275862068966,"80s"
"mayle01",1981,1,"KCA","AL",26,55,3,16,3,0,0,8,0,1,3,14,0,0,0,0,2,0.290909090909091,"80s"
"mayru01",1981,1,"NYA","AL",27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"80s"
"mcclubo01",1981,1,"ML4","AL",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"80s"
"mcraeha01",1981,1,"KCA","AL",101,389,38,106,23,2,7,36,3,4,34,33,3,2,3,5,11,0.272493573264781,"80s"
"milleri01",1981,1,"BOS","AL",97,316,38,92,17,2,2,33,3,5,28,36,1,1,4,2,7,0.291139240506329,"80s"
"molitpa01",1981,1,"ML4","AL",64,251,45,67,11,0,2,19,10,6,25,29,1,3,5,0,3,0.266932270916335,"80s"
"moneydo01",1981,1,"ML4","AL",60,185,17,40,7,0,2,14,0,0,19,27,0,1,3,3,1,0.216216216216216,"80s"
"moorech02",1981,1,"ML4","AL",48,156,16,47,8,3,1,9,1,4,12,13,0,0,3,0,4,0.301282051282051,"80s"
"morrija02",1981,1,"DET","AL",25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"80s"
"morriji01",1981,1,"CHA","AL",90,290,27,68,8,1,10,34,3,2,10,29,0,2,9,4,9,0.23448275862069,"80s"
"mullira01",1981,1,"KCA","AL",24,44,6,10,3,0,0,5,0,1,2,7,0,0,0,0,2,0.227272727272727,"80s"
"mumphje01",1981,1,"NYA","AL",80,319,44,98,11,5,6,32,14,9,24,27,1,0,5,2,7,0.307210031347962,"80s"
"murcebo01",1981,1,"NYA","AL",50,117,14,31,6,0,6,24,0,0,12,15,1,0,0,1,3,0.264957264957265,"80s"
"murrada01",1981,1,"TOR","AL",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"80s"
"murraed02",1981,1,"BAL","AL",99,378,57,111,21,2,22,78,2,3,40,43,10,1,0,3,10,0.293650793650794,"80s"
"nettlgr01",1981,1,"NYA","AL",103,349,46,85,7,1,15,46,0,2,47,49,4,1,2,3,5,0.243553008595989,"80s"
"oglivbe01",1981,1,"ML4","AL",107,400,53,97,15,2,14,72,2,2,37,49,10,6,1,8,9,0.2425,"80s"
"ojedabo01",1981,1,"BOS","AL",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"80s"
"oliveal01",1981,1,"TEX","AL",102,421,53,130,29,1,4,55,3,0,24,28,10,2,0,1,17,0.308788598574822,"80s"
"ortajo01",1981,1,"CLE","AL",88,338,50,92,14,3,5,34,4,3,21,43,3,1,5,5,11,0.272189349112426,"80s"
"otisam01",1981,1,"KCA","AL",99,372,49,100,22,3,9,57,16,7,31,59,1,2,3,9,7,0.268817204301075,"80s"
"pacioto01",1981,1,"SEA","AL",104,405,50,132,28,2,14,66,13,10,35,50,3,4,1,7,10,0.325925925925926,"80s"
"palmeji01",1981,1,"BAL","AL",22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"80s"
"parrila02",1981,1,"DET","AL",96,348,39,85,18,2,10,46,2,3,34,52,6,0,1,1,16,0.244252873563218,"80s"
"perezto01",1981,1,"BOS","AL",84,306,35,77,11,3,9,39,0,0,27,66,0,0,0,3,9,0.251633986928105,"80s"
"petryda01",1981,1,"DET","AL",23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"80s"
"pinielo01",1981,1,"NYA","AL",60,159,16,44,9,0,5,18,0,1,13,9,4,0,2,0,7,0.276729559748428,"80s"
"quirkja01",1981,1,"KCA","AL",46,100,8,25,7,0,0,10,0,2,6,17,1,1,0,0,5,0.25,"80s"
"randowi01",1981,1,"NYA","AL",93,357,59,83,14,3,2,24,14,5,57,24,0,0,5,3,10,0.23249299719888,"80s"
"renkost01",1981,1,"CAL","AL",22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"80s"
"reuscri01",1981,2,"NYA","AL",12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"80s"
"riceji01",1981,1,"BOS","AL",108,451,51,128,18,1,17,62,2,2,34,76,3,3,0,7,14,0.283813747228381,"80s"
"righeda01",1981,1,"NYA","AL",15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"80s"
"ripkeca01",1981,1,"BAL","AL",23,39,1,5,0,0,0,0,0,0,1,8,0,0,0,0,4,0.128205128205128,"80s"
"rivermi01",1981,1,"TEX","AL",99,399,62,114,21,2,3,26,9,5,24,31,2,1,3,1,3,0.285714285714286,"80s"
"rodriau01",1981,1,"NYA","AL",27,52,4,18,2,0,2,8,0,0,2,10,0,0,1,0,1,0.346153846153846,"80s"
"rudijo01",1981,1,"BOS","AL",49,122,14,22,3,0,6,24,0,0,8,29,1,2,1,2,2,0.180327868852459,"80s"
"schatda01",1981,1,"DET","AL",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"80s"
"simmote01",1981,1,"ML4","AL",100,380,45,82,13,3,14,61,0,1,23,32,2,3,1,6,10,0.215789473684211,"80s"
"singlke01",1981,1,"BAL","AL",103,363,48,101,16,1,13,49,0,0,61,59,6,0,2,2,21,0.278236914600551,"80s"
"slatoji01",1981,1,"ML4","AL",24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"80s"
"smallro02",1981,1,"MIN","AL",56,167,24,44,7,1,7,22,0,0,31,24,5,0,0,2,8,0.263473053892216,"80s"
